X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
D,2,1,2,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
B,1,1,1,A4,J,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A5,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,2,1,A4,K,K,K,K,L,L,P,P,P,Q,Q,Q,X,X,X,W,W,W,0
E,2,3,2,A6,K,K,K,K,K,K,O,O,O,P,P,Q,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,3,1,A5,K,K,K,K,K,K,O,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,1,A3,L,L,L,L,L,L,P,Q,R,R,R,R,W,X,X,X,X,X,0
E,1,1,2,A5,J,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
B,2,2,1,A3,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,2,2,2,A6,J,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,2,2,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,T,1
F,2,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A4,I,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A5,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
E,2,2,1,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,X,0
D,2,1,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,1,2,A5,K,L,L,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,2,A5,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
B,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,U,X,0
F,2,3,1,A4,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,J,K,K,K,R,R,Q,R,R,R,X,X,X,X,X,X,1
E,2,1,2,A6,L,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A2,J,J,J,I,I,H,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A5,L,K,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,1,1,2,A4,K,K,K,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A3,L,J,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,1,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,3,1,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,I,J,J,K,K,K,Q,Q,Q,Q,Q,R,X,X,X,X,X,X,0
E,1,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,J,J,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
C,2,1,2,A6,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,W,0
F,1,2,2,A6,L,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A6,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,2,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,1,2,2,A4,K,L,L,K,K,K,R,R,Q,Q,Q,Q,X,W,X,X,X,X,0
E,2,2,1,A4,L,J,J,L,J,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A5,J,J,J,J,J,K,R,Q,R,Q,Q,Q,X,X,X,X,X,X,1
C,1,2,1,A2,L,L,L,L,L,L,Q,Q,R,R,R,R,W,X,X,X,X,V,0
E,1,1,1,A4,J,J,J,J,J,J,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,1,A5,K,L,J,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A4,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,K,J,K,K,K,K,R,R,R,R,R,Q,X,X,X,X,X,X,0
C,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,P,X,X,X,X,V,X,0
F,1,1,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
D,2,1,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,1,2,A5,L,L,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,J,L,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A4,K,K,L,K,K,L,N,N,N,P,R,R,X,U,X,X,V,X,0
E,2,1,2,A6,K,K,K,K,K,K,O,O,P,P,P,P,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,L,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,2,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,2,A6,K,K,L,K,K,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,W,X,X,V,X,0
C,1,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A4,K,K,K,K,K,K,P,P,Q,Q,R,R,X,X,X,X,X,X,0
F,1,3,1,A2,J,J,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A4,L,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,2,2,2,A6,K,K,K,K,K,K,O,P,P,P,P,P,X,X,X,X,X,X,0
C,1,2,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,W,X,X,X,X,0
F,2,4,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,1,1,1,A5,L,L,L,L,L,L,Q,R,Q,R,Q,R,X,W,W,W,X,X,0
B,2,2,2,A6,H,I,J,K,K,K,M,M,M,M,M,M,X,X,X,X,X,X,1
D,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,P,P,X,X,X,X,X,X,0
F,1,2,2,A5,H,I,J,K,K,K,Q,Q,Q,Q,Q,R,X,X,X,X,X,X,0
F,1,1,1,A4,K,L,L,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A1,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,L,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,I,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,2,1,A5,J,J,L,L,L,L,P,R,R,R,R,R,X,X,X,X,X,X,1
E,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,W,W,0
F,2,1,2,A5,K,K,K,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,3,3,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A3,K,K,K,K,K,K,O,O,O,P,Q,O,X,X,X,X,U,X,0
F,1,3,1,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A4,K,J,K,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A6,K,K,K,K,K,K,P,P,Q,Q,P,P,X,X,X,X,X,X,0
F,2,2,1,A5,J,J,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,3,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,W,X,X,X,X,0
E,2,2,2,A6,L,K,K,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,2,A6,K,K,K,K,K,L,R,Q,Q,R,R,R,X,X,X,X,X,X,0
C,2,4,1,A4,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
F,2,1,2,A6,K,L,L,L,L,L,R,P,R,R,R,R,V,X,X,X,X,X,0
F,1,3,1,A1,L,K,K,J,J,J,Q,Q,Q,Q,Q,P,X,X,X,X,X,X,1
E,1,2,1,A4,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
D,1,1,1,A6,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,V,X,1
C,1,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,K,L,K,K,K,K,R,Q,Q,Q,Q,Q,W,X,X,X,X,X,1
D,1,2,1,A4,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A3,L,L,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,1,1,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A6,J,J,J,J,J,J,P,P,P,P,P,P,X,X,X,X,X,X,0
D,1,1,2,A6,K,K,K,K,K,L,O,P,P,Q,Q,O,X,X,X,X,U,X,0
F,2,3,3,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,1,1,2,A4,L,L,L,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A3,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,J,J,J,J,J,J,O,O,O,O,O,O,X,X,X,X,X,X,1
E,1,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,P,X,X,X,X,V,X,0
E,2,2,1,A6,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,1,1,1,A5,K,J,K,K,K,K,M,M,M,M,M,N,X,X,X,X,X,X,0
D,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,1,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,1,2,A6,K,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A6,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
B,2,3,1,A4,L,L,L,L,L,L,R,R,O,R,R,R,X,U,X,X,X,X,0
F,2,3,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A3,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,2,A6,J,K,K,K,K,J,R,R,Q,Q,Q,Q,X,X,X,X,X,X,0
B,2,1,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
D,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A5,J,J,J,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
B,2,2,1,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A3,J,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,2,A5,L,L,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,W,X,X,0
E,2,2,2,A5,K,K,K,K,K,K,O,O,P,P,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,P,Q,Q,P,P,P,X,X,X,X,X,X,0
C,2,1,2,A6,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
A,2,1,1,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
C,1,3,1,A2,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,K,J,J,J,J,J,N,N,N,O,N,O,X,X,X,X,X,X,1
F,2,1,2,A6,L,L,L,L,J,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,1,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,W,X,X,1
F,1,2,2,A6,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A5,K,K,K,K,J,J,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,1,1,2,A4,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,1
E,1,2,2,A5,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,O,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,1,A2,L,L,L,K,K,L,Q,R,Q,R,R,R,X,W,X,X,X,X,0
E,1,4,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,R,X,X,X,X,X,X,0
E,2,3,1,A6,K,K,K,J,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
C,1,1,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
A,1,1,1,A2,J,J,K,K,K,K,M,M,M,M,M,M,X,X,X,X,X,X,1
D,1,2,2,A5,K,K,K,L,K,K,N,N,Q,P,P,P,X,X,V,X,X,X,0
E,2,1,2,A6,K,K,L,L,L,L,O,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A4,K,K,K,K,K,K,P,Q,P,Q,Q,Q,X,W,X,X,X,X,0
F,1,2,2,A4,K,K,K,K,K,L,Q,Q,R,R,R,R,X,X,X,X,X,X,0
E,1,3,2,A4,K,J,J,J,J,J,Q,Q,P,Q,P,P,X,X,X,X,X,X,0
F,1,1,2,A5,L,K,K,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A3,K,K,K,K,K,L,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A5,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A6,K,K,K,L,L,K,R,P,P,R,R,R,V,X,X,X,X,X,0
D,2,1,2,A6,K,K,K,K,K,K,Q,P,P,P,P,P,V,X,X,X,X,X,0
E,2,3,3,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,1,A2,L,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
E,1,1,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
D,1,2,2,A5,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
B,1,2,1,A5,K,K,K,L,K,K,Q,Q,Q,Q,Q,Q,X,X,W,X,X,X,0
F,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,3,2,A5,K,K,K,K,K,K,N,M,M,N,N,N,X,X,X,X,X,X,1
C,2,2,2,A4,K,K,K,K,K,K,M,M,M,O,O,O,X,X,X,X,X,X,0
E,1,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A5,K,J,J,K,K,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,R,Q,Q,Q,Q,R,X,X,X,X,X,X,0
F,1,1,2,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
B,2,1,1,A5,L,J,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,K,K,K,K,L,J,Q,O,P,R,R,R,V,X,X,X,X,W,0
E,1,2,2,A6,K,K,J,J,J,J,P,O,O,O,O,P,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,L,J,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,1,3,1,A3,K,J,J,J,J,J,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A5,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
D,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,2,1,A4,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,J,J,J,J,J,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
D,1,2,2,A6,K,K,K,J,K,K,P,P,N,P,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,1,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,2,A3,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,J,K,K,K,R,R,R,R,Q,R,X,X,X,X,X,X,0
D,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,1,A5,K,K,K,J,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,J,J,J,J,J,R,R,Q,R,Q,Q,X,X,X,X,X,X,0
D,2,4,2,A3,K,K,K,K,K,K,O,N,N,O,O,O,X,X,X,X,X,X,0
E,2,1,1,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,4,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,2,A4,L,L,L,K,K,L,R,R,N,N,N,R,X,T,X,X,X,S,0
E,2,2,2,A6,K,K,K,K,K,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,1,A6,K,K,K,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A5,L,L,L,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,1,2,A6,L,L,L,L,L,L,R,Q,R,R,R,Q,W,X,X,X,W,X,0
F,1,2,2,A6,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A2,K,K,L,K,K,K,P,Q,P,P,P,P,X,V,X,X,X,X,0
F,1,3,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,1,1,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A6,K,L,K,K,K,K,R,Q,Q,Q,Q,Q,W,X,X,X,X,X,0
C,1,1,2,A6,L,L,L,K,K,L,R,R,Q,P,P,P,X,V,W,X,V,U,1
E,2,2,1,A4,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,1,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,P,P,X,X,X,X,X,X,0
E,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,U,0
F,1,2,2,A6,K,J,K,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
A,2,2,1,A4,J,J,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
C,1,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,L,L,J,J,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,3,A6,K,K,K,K,K,K,P,Q,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A3,K,K,J,J,J,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A3,J,K,K,I,I,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,L,L,K,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,2,A5,K,K,K,K,K,K,N,N,N,N,O,O,X,X,X,X,X,X,0
E,1,2,1,A4,K,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,2,A3,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,K,J,J,J,J,J,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,J,I,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,K,K,L,L,Q,Q,Q,Q,R,Q,X,X,X,X,W,X,0
C,2,1,1,A5,L,K,K,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A6,L,L,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
